parent_ids,child_ids,times
40106,40105,45
35114,40106,41
72059,40108,48
36140,40109,58
74661,40110,45
99898,40111,45
40114,40113,47
75310,40114,43
40114,40115,52
83770,40116,44
80677,40117,40
38767,40118,60
84191,40119,61
76286,40120,44
79092,40121,51
22892,40123,54
69912,40124,46
50027,40125,49
66746,40126,57
63190,40127,61
1777,40128,43
32612,40129,51
55391,40130,67
44633,40131,46
99280,40132,53
32294,40133,55
73564,40134,50
36727,40135,51
76298,40136,47
47541,40137,51
42021,40138,38
40138,40139,45
40142,40141,61
98932,40142,57
68344,40143,53
49313,40144,59
2514,40145,50
46733,40146,50
76380,40147,48
17270,40148,44
40150,40149,46
4299,40150,42
40148,40151,48
54192,40152,40
4277,40153,49
53167,40154,50
4501,40155,58
2588,40156,38
20215,40157,45
84465,40158,42
73136,40160,64
80846,40161,48
12175,40162,38
45174,40163,43
7910,40164,34
49049,40165,64
40167,40166,45
41423,40167,43
31689,40168,48
40168,40169,53
99279,40170,54
99215,40171,55
99061,40173,56
26773,40174,55
4438,40175,51
14115,40176,52
81236,40177,49
40175,40178,54
40175,40179,58
40176,40180,57
61059,40181,65
42544,40182,76
76150,40183,35
28336,40185,54
14035,40186,62
83489,40187,46
13751,40188,37
18,40189,45
38706,40190,42
91926,40191,46
66544,40192,51
15335,40193,38
1877,40194,37
11011,40195,41
71565,40196,49
16364,40197,56
25076,40199,70
99962,40200,56
12413,40201,43
40200,40202,61
97054,40203,34
40203,40204,36
58279,40205,47
39949,40206,50
31410,40207,54
38289,40208,46
45316,40209,67
48189,40211,51
54054,40212,49
19452,40213,59
33526,40214,62
40216,40215,63
81394,40216,57
17401,40217,60
40220,40219,28
52304,40220,21
51218,40221,51
81724,40222,44
89103,40223,50
18622,40224,49
4656,40226,52
86504,40228,59
70195,40229,63
81653,40230,44
93931,40231,51
40231,40232,56
33710,40233,45
40231,40234,59
256,40235,45
38791,40236,52
71571,40237,57
52381,40238,40
7252,40239,48
40239,40240,55
79680,40241,57
34754,40242,52
50251,40243,60
40245,40244,46
75968,40245,41
40247,40246,51
95819,40247,45
40247,40248,51
10524,40249,37
67382,40250,51
41331,40252,51
85348,40253,76
33614,40254,66
58894,40256,55
49097,40257,58
95078,40258,58
75818,40259,44
67232,40260,62
90448,40261,48
4704,40262,56
463,40263,43
22936,40264,52
40266,40265,56
78436,40266,53
66913,40267,52
71071,40268,48
15830,40269,35
40269,40270,42
40274,40271,50
60842,40272,49
88533,40274,42
5990,40275,56
8420,40276,44
40276,40277,46
40279,40278,53
25836,40279,48
88310,40280,59
96379,40281,54
40283,40282,46
97939,40283,42
56889,40287,53
13406,40289,50
99642,40290,48
65522,40291,59
60614,40292,80
47770,40293,27
30395,40294,47
10759,40295,55
79300,40298,59
49155,40300,70
45189,40301,61
40306,40303,54
88308,40304,51
42892,40306,51
29604,40307,59
55564,40308,46
53180,40309,58
40311,40310,52
52384,40311,48
85174,40312,66
46472,40313,62
89768,40314,14
40314,40315,20
74612,40316,53
24637,40317,38
96452,40318,58
89425,40319,46
83843,40320,61
8006,40321,68
14864,40323,50
40323,40324,53
40324,40325,61
58693,40326,47
27289,40327,42
67265,40328,91
61053,40329,49
53978,40331,34
10362,40332,32
99949,40333,47
39298,40335,43
89127,40336,40
36686,40337,46
40335,40338,47
16753,40340,38
40340,40341,44
80500,40343,43
40346,40344,52
56785,40345,38
20610,40346,47
50964,40347,47
35209,40348,48
73663,40350,45
5675,40352,39
40352,40353,45
66752,40354,32
96595,40356,56
87678,40357,66
44113,40358,56
81411,40359,47
38401,40361,54
51888,40362,48
81629,40363,62
86963,40364,44
40364,40365,49
40364,40366,51
40368,40367,57
15300,40368,53
19995,40369,53
16672,40370,47
29719,40371,45
47751,40373,52
23616,40374,50
52991,40375,46
37076,40376,56
40375,40377,55
40375,40378,49
89136,40379,39
40379,40380,44
92744,40381,38
72541,40383,50
12343,40384,56
40388,40385,45
73675,40386,48
40388,40387,46
91015,40388,41
8923,40389,60
40389,40390,68
98847,40392,46
16225,40393,53
99658,40394,45
40394,40395,52
40397,40396,44
84396,40397,39
40397,40398,43
73671,40399,57
2166,40401,49
57434,40403,41
45173,40404,39
73086,40405,44
46622,40406,44
40406,40407,48
51165,40408,27
27995,40410,46
8986,40411,40
47663,40412,52
6786,40413,62
41527,40414,40
95797,40415,42
55619,40416,41
40416,40417,45
15671,40418,13
81376,40419,66
54372,40420,26
62786,40422,33
92626,40423,57
79025,40424,57
54515,40425,69
1348,40426,47
89549,40427,56
38133,40428,49
40430,40429,62
41715,40430,56
68738,40431,16
14708,40432,50
92839,40434,60
66247,40435,55
40437,40436,46
67401,40437,41
40437,40438,44
94034,40440,51
81952,40441,46
29297,40442,60
675,40443,54
40443,40444,57
89046,40445,53
40443,40446,60
91587,40447,32
12723,40449,68
41994,40451,50
17837,40452,51
40451,40453,57
91417,40454,63
74570,40455,64
92664,40456,56
50369,40457,46
72160,40458,43
10172,40459,71
41046,40460,58
58928,40461,62
90217,40463,35
80391,40464,49
48289,40465,25
16702,40466,44
40437,40467,47
94361,40469,52
1348,40472,47
92743,40473,38
58382,40474,49
13438,40475,55
74491,40478,53
62964,40480,52
60776,40481,33
25357,40482,53
28502,40483,56
22139,40484,37
51433,40486,59
98942,40487,57
40489,40488,45
83383,40489,39
93665,40490,52
80398,40491,58
64182,40492,53
40494,40493,30
95148,40494,27
83193,40495,48
7809,40496,29
91130,40497,49
75628,40498,52
98680,40499,57
98229,40500,52
87941,40503,40
40507,40504,56
90017,40505,40
1968,40506,54
50380,40507,52
63577,40508,42
85277,40510,47
70920,40511,50
98118,40512,45
33239,40514,45
28581,40515,32
40514,40516,49
14746,40517,47
10307,40518,47
85679,40519,48
15100,40520,38
47206,40521,35
4358,40523,55
40525,40524,63
40523,40525,60
40529,40528,63
70824,40529,56
59103,40530,56
40532,40531,45
9571,40532,39
24658,40533,53
94196,40535,40
38700,40536,46
55824,40538,58
94522,40539,54
78426,40540,33
40542,40541,45
1047,40542,40
40542,40543,43
50180,40544,51
53024,40545,46
53780,40547,41
24158,40548,45
40552,40549,59
78702,40550,49
3869,40551,59
40550,40552,54
40556,40554,49
25181,40556,45
45391,40557,45
17132,40558,48
97217,40560,47
19661,40561,70
89732,40563,73
78367,40564,42
72074,40565,52
97542,40566,46
40565,40567,55
75679,40568,43
17004,40569,37
80062,40572,50
96228,40573,51
47518,40575,52
94807,40576,47
74208,40577,51
40579,40578,47
40581,40579,43
40579,40580,45
96846,40581,37
40579,40582,46
40584,40583,44
14014,40584,41
40588,40585,72
71298,40586,53
63934,40587,59
97278,40588,69
40590,40589,49
13836,40590,44
28727,40591,47
32288,40592,44
86630,40593,59
28988,40594,62
67924,40595,55
81894,40596,60
2107,40598,50
94860,40599,38
37286,40601,46
16136,40602,43
45354,40603,59
33182,40605,39
55345,40606,44
16619,40607,60
40607,40608,66
76454,40609,48
15604,40610,31
10825,40611,52
74301,40612,51
40612,40613,57
42790,40614,48
97804,40615,48
68457,40616,36
37745,40617,47
6740,40618,45
95262,40619,53
78693,40621,29
40621,40622,33
30446,40623,48
40625,40624,62
88631,40625,55
35242,40626,46
84639,40627,56
40631,40630,49
38219,40631,45
7499,40632,64
2659,40633,54
75959,40634,63
49802,40635,55
62902,40636,40
94572,40637,41
66135,40638,56
61191,40639,44
40639,40640,47
80476,40641,54
40641,40642,65
40641,40643,59
37982,40644,43
12020,40645,48
30033,40646,43
83617,40647,56
12438,40648,49
3921,40649,47
26201,40650,46
2767,40651,29
47732,40652,50
33317,40653,58
75468,40654,44
96943,40655,39
40658,40656,50
37201,40657,25
20939,40658,46
64742,40659,50
46007,40660,31
40662,40661,59
31710,40662,54
59637,40663,46
2076,40665,43
40665,40666,47
78547,40667,38
41867,40669,57
76531,40670,37
78999,40671,47
43299,40673,56
68833,40674,48
96600,40676,57
22267,40677,49
48295,40678,46
69590,40679,35
89451,40680,49
50962,40681,62
40684,40682,43
40684,40683,44
93662,40684,39
48438,40685,56
41715,40686,52
27415,40687,53
73247,40688,41
39938,40689,51
34101,40691,20
40695,40692,26
40691,40693,23
40691,40694,23
40691,40695,24
98823,40696,55
66803,40697,50
20739,40699,58
22653,40700,39
40702,40701,68
40699,40702,63
97939,40703,44
3997,40706,61
3522,40707,58
69421,40709,57
15440,40711,64
87416,40713,43
2075,40714,42
94017,40718,50
35072,40719,52
17256,40720,77
40720,40721,80
66021,40722,55
36887,40723,54
1792,40724,47
82747,40725,54
86686,40726,36
44914,40729,37
4886,40730,42
24939,40731,48
40731,40733,55
75894,40734,61
2629,40735,40
90935,40736,48
40738,40737,49
81661,40738,47
40738,40739,52
78526,40740,54
40742,40741,33
68894,40742,30
9871,40743,51
48430,40745,50
12133,40746,54
64045,40747,34
3164,40748,36
63022,40749,51
28300,40750,53
34897,40752,35
27194,40753,44
51438,40754,55
37490,40755,40
88789,40756,50
50381,40757,46
40760,40758,44
40760,40759,42
35910,40760,38
83973,40761,45
22264,40763,52
40765,40764,53
59618,40765,48
53683,40767,46
40767,40768,49
43393,40769,50
75575,40770,49
432,40771,42
25141,40772,61
67313,40773,53
93592,40774,47
24655,40775,52
40778,40776,42
40778,40777,42
61910,40778,38
40782,40779,58
40781,40780,49
48263,40781,45
40781,40782,52
94166,40783,51
36191,40785,44
14577,40786,39
84416,40788,49
27822,40789,61
40789,40790,64
40793,40791,56
67836,40792,47
40792,40793,53
5755,40794,50
11641,40795,48
51437,40796,51
58687,40797,51
24471,40798,53
60669,40799,59
72316,40800,39
51198,40801,52
72320,40802,53
40806,40803,53
34889,40804,55
40806,40805,51
52929,40806,48
6821,40808,36
58728,40809,51
26372,40810,48
17059,40811,51
8199,40812,63
28965,40814,41
28606,40815,45
90979,40816,53
3857,40817,71
15041,40818,45
40820,40819,72
833,40820,69
40820,40821,74
40823,40822,51
9772,40823,47
47154,40824,63
26750,40825,33
12626,40826,42
51853,40827,37
40827,40828,42
4668,40829,41
9594,40830,39
30995,40831,43
60033,40832,48
39092,40834,51
82131,40835,45
40839,40836,46
40839,40837,46
40839,40838,46
63803,40839,41
40839,40840,45
46960,40841,53
6614,40842,48
86787,40844,49
21137,40845,34
13608,40846,51
43582,40847,42
40850,40848,55
95576,40849,62
37552,40850,50
27366,40851,58
54213,40853,44
40856,40854,65
40854,40855,72
34917,40856,55
90812,40858,45
94036,40859,46
3164,40860,33
38811,40861,56
35365,40862,60
83899,40863,59
93526,40865,43
2905,40866,45
4863,40868,48
20619,40869,50
42025,40870,72
76145,40871,46
40873,40872,50
64561,40873,45
41430,40874,50
40876,40875,49
44377,40876,45
68611,40878,47
81705,40879,56
65526,40880,48
80987,40881,67
40879,40882,63
40880,40883,54
33108,40884,52
29027,40885,48
40542,40886,46
48300,40887,45
44336,40888,58
77810,40890,46
91635,40891,53
18450,40892,60
12914,40893,44
64797,40895,60
82297,40896,51
87410,40897,49
46567,40898,50
833,40900,71
7963,40901,50
19614,40904,51
35391,40905,54
80230,40906,47
21831,40908,40
16597,40910,60
1843,40911,46
81016,40912,43
82742,40913,48
67915,40917,47
97363,40918,67
92467,40919,45
3596,40921,53
10646,40922,35
40925,40923,61
81737,40924,58
96385,40925,55
47711,40927,54
41408,40928,45
14794,40929,39
37686,40930,49
39519,40931,54
46857,40933,47
37915,40934,43
59028,40935,46
3398,40936,43
46312,40937,58
5957,40939,53
58418,40940,43
85042,40941,40
89118,40942,79
37630,40943,46
64822,40944,46
56301,40945,61
22421,40946,62
9646,40947,48
4279,40948,58
12895,40949,53
40951,40950,52
98238,40951,46
14703,40952,46
40952,40953,49
81724,40954,42
27629,40955,50
43619,40956,48
4979,40957,45
61510,40960,59
38453,40961,50
96417,40962,39
19970,40963,50
91865,40964,45
13419,40965,53
40964,40966,54
40964,40967,54
56453,40968,64
44673,40969,63
35483,40970,48
97268,40971,61
40973,40972,52
59695,40973,48
74796,40974,54
40974,40975,56
114,40976,62
90041,40977,52
40977,40978,59
36749,40979,54
87861,40980,40
40983,40981,44
39508,40982,57
51497,40983,41
56890,40985,53
74784,40986,42
63517,40987,55
85255,40989,44
54925,40990,42
26896,40991,44
24616,40993,46
51444,40994,44
74465,40995,52
13494,40996,48
30227,40997,29
40999,40998,53
41000,40999,48
12643,41000,44
23800,41001,43
13096,41002,56
971,41005,51
13659,41006,57
65262,41007,48
41006,41008,66
18228,41009,40
75369,41010,60
49660,41011,54
93700,41012,45
54217,41013,60
78206,41014,45
41018,41015,49
14591,41016,48
20456,41018,44
93595,41019,61
73186,41020,57
31574,41023,54
44260,41024,42
86678,41025,45
17154,41026,31
85681,41027,51
20473,41028,41
73336,41029,41
41029,41030,47
41029,41031,45
41029,41032,45
33070,41033,45
78773,41034,29
41034,41035,32
41040,41038,61
86017,41039,48
87731,41040,58
65705,41041,42
28538,41042,37
76566,41043,56
41045,41044,70
94573,41045,67
13257,41046,51
33009,41047,49
41049,41048,51
41050,41049,48
17803,41050,41
31902,41051,50
84070,41052,53
41052,41053,58
5352,41054,47
70003,41055,46
41054,41056,54
97804,41057,44
71220,41058,44
41061,41059,53
49140,41060,48
45015,41061,48
43340,41063,52
67062,41064,45
96221,41065,48
82795,41066,58
41069,41068,46
59637,41069,43
57150,41070,39
65249,41071,57
238,41072,44
34015,41073,52
41075,41074,54
97227,41075,48
59322,41076,47
41078,41077,49
20953,41078,45
42639,41080,57
34634,41081,39
41084,41082,45
26985,41083,43
15012,41084,40
20320,41085,70
34621,41086,76
85255,41088,43
55460,41089,47
41091,41090,37
83280,41091,34
80573,41092,48
4207,41093,46
95907,41094,49
55246,41095,51
37333,41096,55
64228,41097,55
80787,41098,49
73085,41099,40
41102,41100,54
41100,41101,59
93223,41102,49
10248,41103,79
27726,41105,52
62626,41106,42
25183,41107,38
61537,41108,62
41578,41109,47
46991,41111,51
42951,41112,51
4893,41113,51
6170,41114,45
17227,41116,35
15252,41117,47
15830,41118,39
6337,41119,43
99807,41121,41
36246,41122,62
71631,41123,46
1238,41124,37
41124,41125,40
51733,41126,38
41126,41127,44
41126,41128,42
30566,41129,51
34254,41130,38
93338,41131,55
26839,41132,27
70824,41133,58
76443,41135,55
36324,41136,56
41136,41137,60
72600,41138,47
46768,41139,53
41138,41140,52
41138,41141,52
7638,41142,40
4639,41143,53
59028,41144,47
67913,41145,54
55018,41146,48
30227,41147,33
815,41148,51
2685,41150,47
50802,41151,41
94202,41152,50
81724,41153,41
41157,41154,39
41156,41155,37
9671,41156,34
83470,41157,35
56198,41158,48
5897,41159,49
41161,41160,54
19326,41161,49
81531,41163,55
17990,41164,52
45999,41165,57
94544,41166,53
46638,41167,54
41169,41168,51
88946,41169,45
41169,41170,50
60977,41173,31
28002,41174,30
41176,41175,41
97734,41176,38
85155,41177,45
41177,41178,51
94303,41179,58
86913,41180,46
20815,41181,35
74127,41182,46
49101,41183,60
90160,41184,40
52651,41185,57
15373,41186,54
33267,41188,40
60326,41189,50
53829,41190,55
13342,41191,49
57412,41192,43
41192,41193,46
88337,41194,53
10385,41195,49
29199,41196,54
51423,41197,38
86235,41198,48
20555,41199,53
89661,41200,50
41202,41201,48
56223,41202,45
54141,41204,56
50194,41206,42
32983,41211,45
71546,41212,50
82726,41213,62
19464,41214,49
92526,41215,51
81752,41216,52
41218,41217,54
49190,41218,50
68557,41219,30
6786,41221,60
44420,41222,33
63954,41225,43
24996,41226,45
68594,41227,56
61482,41228,47
52274,41229,54
44377,41230,41
41230,41231,44
41230,41232,47
5951,41233,39
43299,41234,53
47583,41235,46
74576,41236,46
22232,41237,55
14703,41238,43
41241,41239,59
37621,41240,52
50527,41241,55
81398,41242,47
35637,41243,55
42545,41247,66
36925,41248,70
41254,41249,46
41254,41250,46
41254,41251,47
92033,41252,42
41254,41253,47
22254,41254,42
41256,41255,71
19169,41256,66
64313,41257,54
41257,41258,59
29139,41259,57
75799,41260,49
57366,41261,47
34985,41262,72
81928,41263,62
53159,41264,22
91684,41265,40
41267,41266,50
30038,41267,45
79861,41269,66
70873,41270,59
32502,41271,48
53995,41272,57
69126,41273,49
29598,41274,58
80053,41275,61
60209,41276,42
86731,41277,25
41280,41278,66
41280,41279,66
67242,41280,60
11724,41281,46
76380,41282,51
36219,41283,53
77288,41284,54
73599,41286,56
38488,41287,44
63472,41288,51
96518,41289,53
13131,41290,56
5847,41291,62
23064,41292,45
81736,41293,57
76047,41294,52
1471,41296,37
40077,41297,49
41300,41298,51
25505,41299,68
28243,41300,43
73599,41301,54
41303,41302,34
11363,41303,30
6076,41305,49
75859,41306,42
5143,41307,57
39638,41308,48
16083,41309,45
27591,41310,62
47758,41311,61
94628,41312,43
41312,41313,48
23499,41314,49
41314,41315,52
41318,41316,39
41318,41317,37
19406,41318,35
41317,41319,45
41318,41320,42
41318,41321,44
22602,41322,53
69739,41323,51
41322,41324,57
41322,41325,58
47873,41326,56
81800,41327,60
79865,41328,53
11989,41329,49
94546,41330,46
99923,41331,44
86201,41332,55
19059,41335,35
10877,41337,55
54680,41338,61
65236,41339,66
64232,41340,63
37612,41341,52
66265,41342,51
44504,41343,52
73789,41344,52
16826,41345,48
91526,41346,52
64052,41347,41
41349,41348,55
58605,41349,50
97277,41350,51
16895,41351,59
20624,41353,44
31117,41354,46
47770,41355,30
39273,41356,49
19571,41357,54
80143,41358,63
57596,41360,36
52381,41361,41
94071,41362,50
78272,41364,47
37775,41365,44
41368,41366,33
67552,41367,34
5725,41368,30
41370,41369,59
34490,41370,55
20555,41371,51
57933,41373,55
87418,41375,56
41377,41376,59
24497,41377,55
15064,41378,56
44854,41379,53
13679,41380,42
41384,41383,47
12914,41384,42
71325,41385,54
65921,41386,48
41386,41387,51
29932,41388,54
66230,41389,53
96324,41390,42
34687,41391,53
77206,41392,61
8681,41393,52
79646,41394,61
54977,41395,46
38780,41396,40
71725,41397,50
84992,41398,39
89471,41400,48
97555,41401,52
80380,41402,51
50379,41403,49
44628,41404,69
41401,41405,62
41408,41406,42
41408,41407,42
9568,41408,38
41408,41409,42
41408,41410,42
71937,41411,47
16186,41413,53
77303,41414,46
59360,41416,41
67028,41418,42
41421,41420,36
74817,41421,34
26194,41422,47
13676,41423,40
85537,41424,39
41424,41425,48
19525,41428,49
98320,41429,37
41429,41430,43
54143,41431,58
62621,41432,48
99464,41433,50
30217,41436,41
67882,41437,40
63966,41439,69
41439,41440,78
79328,41443,61
3023,41444,46
45486,41445,49
74509,41446,64
86834,41447,40
26952,41448,46
12894,41449,42
41453,41450,37
33604,41451,48
95635,41453,29
71207,41455,48
48310,41457,25
70575,41458,49
80229,41459,40
13684,41460,49
71629,41461,40
41461,41462,44
41464,41463,55
61649,41464,53
55238,41465,50
2947,41466,49
41465,41467,56
41466,41468,52
97153,41469,58
41471,41470,41
59961,41471,35
27519,41472,55
47794,41473,52
29069,41474,49
41476,41475,53
85189,41476,48
42115,41478,52
13301,41479,47
95705,41480,48
66719,41482,48
70803,41483,56
41482,41484,54
41482,41485,51
65639,41486,49
54879,41487,60
61427,41488,49
30484,41489,49
67193,41490,42
58365,41491,33
83246,41492,24
33783,41493,58
19347,41494,39
13311,41495,53
73859,41497,35
31864,41498,63
34,41500,45
32983,41501,42
28129,41502,40
99233,41503,49
37609,41504,47
67378,41505,47
49439,41506,59
14809,41507,43
41510,41509,55
65430,41510,50
41514,41511,50
2049,41512,55
1905,41513,56
39595,41514,42
40203,41515,41
44078,41516,43
46483,41517,45
39300,41518,51
17184,41519,44
41521,41520,53
41523,41521,47
41523,41522,50
97247,41523,43
26527,41524,66
24166,41525,52
57348,41526,46
17949,41527,35
41531,41530,48
55763,41531,45
61912,41532,56
62803,41533,50
17704,41535,45
13652,41536,48
37195,41537,48
44271,41539,63
21291,41540,61
28044,41541,47
1887,41542,59
41545,41543,49
41545,41544,45
67729,41545,42
38958,41546,43
15139,41547,50
80078,41548,41
40590,41549,54
98328,41550,52
41550,41551,54
41550,41552,57
56893,41554,46
41557,41556,51
6910,41557,44
75121,41558,41
64341,41559,52
52037,41561,52
9267,41562,46
41562,41563,50
43586,41565,57
18210,41566,42
41566,41567,47
41566,41568,46
41566,41570,50
15658,41571,49
88012,41572,58
54372,41573,22
41573,41574,26
67415,41575,40
20069,41576,52
23130,41577,61
13138,41578,41
41578,41579,45
7989,41581,59
90517,41582,53
43657,41583,43
51901,41584,45
64071,41585,47
82564,41586,49
23924,41587,47
78309,41588,58
46775,41589,45
51836,41590,52
99046,41591,61
75573,41592,43
56840,41593,51
55290,41594,51
41597,41596,45
7767,41597,40
49666,41598,52
41604,41599,55
58581,41600,34
38049,41601,48
41599,41602,60
39945,41604,52
41606,41605,37
78773,41606,32
70133,41607,56
41609,41608,53
46950,41609,50
80424,41610,47
41609,41611,56
13892,41612,45
66354,41615,54
89310,41616,57
52436,41617,45
41621,41618,59
72632,41619,32
38762,41620,56
85575,41621,56
39342,41622,53
85606,41623,43
64358,41624,36
41627,41625,63
47093,41626,41
86190,41627,58
49662,41628,46
8881,41629,43
21273,41630,37
44416,41631,58
78129,41632,61
73055,41633,61
80393,41635,67
60457,41636,34
12848,41637,49
68257,41638,50
96186,41639,45
3720,41640,41
34431,41641,43
41639,41642,50
8705,41643,54
58581,41644,38
2177,41645,56
80927,41646,45
11014,41648,55
46853,41649,51
59851,41650,52
76715,41652,47
68574,41653,50
41655,41654,56
70242,41655,50
12344,41656,45
95675,41657,40
41657,41658,46
50833,41659,57
16870,41660,59
30579,41661,66
67942,41662,43
45020,41663,42
41663,41664,46
60100,41665,29
94240,41666,52
73707,41667,48
93752,41668,45
45285,41669,82
4168,41670,53
8167,41671,62
61661,41672,40
27177,41673,41
41673,41674,47
41673,41675,44
41673,41676,48
18464,41677,50
26172,41678,51
28697,41679,48
93471,41681,47
17004,41682,38
22706,41683,32
59022,41684,43
89939,41685,47
84922,41686,49
95524,41687,46
83260,41688,52
81724,41689,41
36133,41690,61
74398,41691,55
26953,41692,53
27041,41693,67
17359,41694,53
27177,41695,38
41697,41696,42
18265,41697,35
79787,41698,37
41698,41699,40
41698,41700,42
40431,41701,19
16687,41702,46
77377,41703,19
63450,41704,53
41706,41705,71
12350,41706,66
87495,41707,60
81358,41708,54
41710,41709,61
41893,41710,58
86299,41711,52
48205,41712,53
61093,41713,48
87726,41714,45
14548,41715,47
41718,41717,50
19366,41718,45
675,41719,51
41718,41720,51
66234,41721,46
35161,41722,59
36923,41723,51
41723,41724,55
61598,41725,52
41728,41726,32
44646,41727,47
83246,41728,25
41730,41729,46
91276,41730,42
41730,41731,44
41730,41732,46
41731,41733,51
41733,41734,55
75551,41735,61
57709,41736,60
23086,41737,35
7683,41738,44
74589,41739,79
41743,41740,57
74527,41742,43
5984,41743,47
82997,41744,39
90295,41745,36
41745,41747,41
54034,41748,44
86986,41749,47
2481,41750,59
87929,41751,36
43260,41753,33
76099,41754,39
41756,41755,47
52102,41756,41
41758,41757,53
41755,41758,49
41760,41759,38
71625,41760,33
44527,41761,55
41760,41762,41
67360,41763,53
41763,41764,57
63088,41765,59
78520,41766,37
41766,41767,45
41771,41770,41
55420,41771,34
85497,41772,35
87900,41773,49
39010,41774,43
55567,41775,51
85399,41776,49
41776,41778,55
7312,41779,29
37472,41780,34
76387,41781,50
19630,41782,69
15101,41783,49
85168,41784,37
99343,41785,40
41784,41786,42
38960,41787,45
34498,41788,48
41790,41789,49
84166,41790,46
41790,41791,50
41790,41792,49
41790,41793,49
46440,41794,24
99983,41795,57
2383,41796,52
51464,41797,55
53477,41798,46
81593,41799,60
75030,41800,53
41800,41801,56
58475,41802,48
80124,41803,44
11796,41804,39
88647,41805,55
10565,41806,45
45839,41807,38
37168,41808,48
97273,41809,49
48775,41810,49
8264,41811,40
41814,41812,56
41814,41813,51
25039,41814,46
9568,41816,42
47580,41817,46
83033,41818,63
41821,41819,49
71912,41820,46
56689,41821,44
74559,41822,45
22679,41823,68
3367,41824,47
70450,41825,52
7863,41829,53
84509,41830,61
9649,41831,47
14701,41832,47
12251,41833,47
84595,41834,53
90639,41836,45
41840,41837,45
75895,41838,44
47694,41839,40
69528,41840,36
38365,41843,64
97870,41845,49
92974,41847,51
76443,41848,63
41851,41849,42
59661,41850,54
33005,41851,33
62576,41852,58
41851,41853,39
22590,41854,41
10701,41855,66
74271,41856,49
11781,41857,48
71055,41858,51
8050,41860,48
1720,41861,52
43694,41862,50
8613,41863,50
6026,41864,44
41864,41865,51
41864,41866,47
41864,41867,49
58890,41868,47
7790,41869,42
69600,41870,48
97965,41871,47
97985,41872,41
41874,41873,46
98238,41874,43
9658,41875,49
70302,41876,45
46035,41878,47
51440,41879,58
66175,41880,77
21220,41882,55
33315,41883,49
41885,41884,56
72451,41885,48
41885,41886,52
85144,41887,47
3687,41888,60
37441,41889,44
42023,41890,62
68353,41891,48
41893,41892,56
44370,41893,52
65015,41894,50
67941,41895,42
81611,41896,49
59139,41897,56
78763,41898,44
41900,41899,65
39057,41900,61
65767,41901,44
2786,41902,38
41902,41903,46
2455,41904,60
76720,41905,51
77836,41906,39
41905,41907,54
254,41908,57
25844,41909,51
70893,41910,45
89939,41911,46
56347,41914,65
33428,41915,42
96027,41916,57
41919,41917,70
41919,41918,65
37377,41919,60
72047,41920,47
13200,41921,67
17791,41922,51
4319,41923,46
41925,41924,57
31611,41925,54
81236,41928,50
45609,41929,53
87875,41930,45
91701,41931,47
61866,41932,32
41932,41933,36
61864,41934,53
47767,41935,51
53104,41937,71
5766,41938,52
46460,41939,54
66382,41940,49
27106,41941,40
87753,41942,56
69466,41943,51
41947,41944,52
41946,41945,58
41947,41946,55
13594,41947,48
24951,41949,52
56267,41950,47
51156,41951,55
89048,41952,46
62190,41953,53
94443,41955,58
86678,41956,49
5135,41957,38
21942,41958,56
567,41959,72
57813,41960,54
74509,41962,68
52082,41965,59
1462,41967,54
4704,41968,50
14241,41969,40
4060,41970,44
24361,41971,39
43585,41972,47
17558,41973,44
41973,41974,47
41973,41975,48
71693,41976,41
1969,41977,48
54807,41978,45
85081,41979,56
29069,41981,49
7442,41982,50
51853,41983,42
41983,41984,52
41983,41985,48
52762,41986,53
70843,41988,56
54669,41989,48
43974,41990,61
3104,41991,46
94554,41992,54
84244,41994,47
44610,41995,39
18675,41997,58
28094,41999,50
16696,42000,50
14315,42003,28
86463,42004,40
14462,42007,45
25862,42008,59
42010,42009,55
84208,42010,50
28960,42011,51
68195,42013,45
84594,42015,46
12674,42016,49
46785,42018,52
4377,42019,46
85111,42021,35
42021,42022,39
6984,42023,58
38778,42024,36
42023,42025,64
18914,42026,50
20433,42028,57
42030,42029,52
89218,42030,46
75030,42031,47
32883,42032,36
99259,42033,65
42033,42034,67
82077,42036,62
49147,42037,80
72322,42039,50
59234,42040,40
32128,42041,47
70503,42042,56
42996,42044,65
38465,42045,73
71785,42046,41
98302,42047,47
93061,42048,47
72677,42049,57
53579,42050,47
42050,42051,50
77677,42052,45
27804,42054,47
42056,42055,61
44448,42056,58
42056,42057,63
55750,42059,55
52283,42061,45
53219,42062,56
23445,42063,47
12925,42064,61
19678,42065,59
9605,42066,46
33292,42067,74
5827,42068,52
93228,42069,43
73490,42071,53
42073,42072,47
32352,42073,42
19930,42074,59
42073,42075,50
84591,42077,37
43602,42078,40
42080,42079,54
85956,42080,49
85249,42081,55
30126,42082,56
42082,42083,62
22508,42084,39
42084,42085,46
42087,42086,65
75472,42087,59
64306,42088,36
42091,42089,41
42091,42090,42
67187,42091,37
14415,42092,44
94600,42093,47
28497,42094,50
42092,42095,47
81917,42096,63
37474,42097,45
70948,42098,54
50143,42099,3
76245,42100,30
3914,42101,52
43428,42102,62
60650,42103,35
83470,42105,36
1328,42106,35
83226,42109,41
934,42110,38
81724,42111,43
23800,42112,44
80148,42113,41
79914,42114,41
42114,42115,44
42113,42116,47
42114,42117,46
42117,42118,51
90516,42119,51
42119,42120,57
