parent_ids,child_ids,times
69518,23619,43
16707,23620,46
1494,23621,52
11513,23622,52
13738,23623,46
51858,23624,59
38775,23627,49
7442,23628,49
73927,23629,50
23628,23630,50
2184,23631,43
6720,23632,51
26024,23633,43
23633,23634,48
21942,23635,50
26146,23636,49
90517,23637,47
11283,23638,49
10005,23639,65
5477,23640,43
53922,23641,52
83990,23642,43
64904,23643,66
87032,23644,52
96923,23645,43
30666,23646,51
75648,23647,47
12549,23648,52
64244,23650,48
23652,23651,54
64182,23652,48
74238,23653,47
23653,23654,54
56229,23655,54
46267,23657,48
23660,23658,56
23660,23659,58
21538,23660,53
99247,23661,49
23660,23662,56
23661,23663,54
53247,23664,43
38057,23665,40
5407,23666,52
65993,23667,53
95621,23668,49
27951,23669,53
48125,23671,31
17684,23672,47
67130,23673,33
93944,23674,56
23674,23675,62
68399,23676,59
917,23677,44
87181,23678,33
23421,23679,63
38359,23680,48
28560,23681,46
9908,23682,42
50991,23683,48
23682,23684,45
69861,23685,53
43329,23686,53
81301,23688,49
23688,23689,55
71131,23690,52
4650,23691,53
65452,23692,41
23694,23693,40
61314,23694,36
31083,23695,42
23695,23696,48
23700,23697,48
63801,23698,38
23698,23699,42
23698,23700,43
49030,23701,53
33005,23702,36
39734,23703,51
10530,23704,45
45030,23705,43
81724,23706,42
23711,23710,55
72988,23711,52
67214,23712,57
23712,23713,67
20593,23715,50
46380,23716,47
23720,23717,59
5710,23718,64
22663,23719,47
71169,23720,53
86431,23722,31
72215,23723,61
98112,23724,49
82252,23725,36
23725,23726,40
67009,23727,57
41557,23728,52
97739,23730,50
20909,23731,42
23733,23732,50
64388,23733,46
36458,23734,56
96517,23735,54
23720,23736,60
56491,23737,40
84801,23738,54
61771,23739,44
23742,23740,65
23742,23741,62
1099,23742,59
23742,23743,64
86476,23744,59
86508,23745,58
59934,23746,57
30956,23747,56
41570,23748,56
20740,23749,38
42691,23750,47
40803,23752,57
65690,23753,41
8264,23754,39
23753,23755,49
84782,23756,49
70844,23757,60
65239,23758,43
48435,23759,44
32844,23760,54
65124,23761,52
55355,23762,45
23764,23763,46
68972,23764,43
20348,23765,49
48227,23766,49
97507,23767,49
57029,23772,42
52447,23773,38
59133,23774,45
87757,23775,27
80631,23776,52
58872,23777,42
76857,23781,51
47136,23782,56
77677,23784,45
29547,23785,43
76063,23786,44
76808,23787,54
23787,23788,61
69368,23790,42
4002,23792,50
14678,23793,49
65292,23794,47
23792,23795,52
62537,23796,48
1979,23797,42
34171,23798,47
23800,23799,44
98287,23800,38
23800,23801,43
23800,23802,42
8908,23806,50
36537,23808,51
694,23809,44
56978,23810,31
66182,23811,44
6310,23812,50
23814,23813,53
35938,23814,46
97424,23816,53
14288,23817,50
62165,23818,50
89001,23819,39
23821,23820,60
97634,23821,57
74018,23822,43
78211,23823,67
52183,23824,36
80017,23825,46
10348,23826,36
56978,23827,31
23827,23828,36
29102,23829,44
71099,23830,50
23829,23832,53
80018,23833,54
86270,23834,55
23833,23835,61
21387,23837,47
44384,23838,51
59024,23840,69
28223,23844,50
84516,23845,51
35389,23846,53
4374,23847,62
77306,23848,51
79322,23849,48
70151,23850,46
8382,23851,48
63962,23852,47
91689,23853,53
20186,23854,53
63532,23855,47
23858,23856,58
19034,23857,56
23859,23858,51
60347,23859,45
47832,23860,53
80684,23861,40
23865,23863,31
23866,23864,40
41573,23865,27
23865,23866,36
56888,23867,51
23867,23868,54
9594,23869,44
93018,23870,61
94754,23871,51
69210,23872,50
14829,23873,56
82124,23874,53
23873,23876,61
33119,23877,28
14548,23878,47
23881,23879,52
81296,23880,43
16751,23881,47
2184,23882,49
23886,23883,40
23886,23884,36
95243,23885,31
23885,23886,34
44332,23889,54
23889,23890,58
92386,23891,43
23895,23892,47
62256,23893,61
45562,23895,44
37746,23898,46
98221,23899,50
51330,23900,51
28062,23901,50
49828,23902,56
17421,23903,42
85753,23904,44
28769,23905,48
67459,23906,50
90217,23907,35
88602,23908,51
9109,23909,53
11241,23910,76
27524,23911,24
70795,23913,51
25984,23915,50
2566,23916,55
21828,23917,33
55627,23918,39
19670,23919,50
28405,23921,47
29320,23922,51
23924,23923,49
45030,23924,44
38033,23925,56
39477,23926,55
93592,23927,49
38448,23928,58
21538,23929,50
64480,23931,41
23931,23932,44
23931,23933,43
55232,23935,47
23937,23936,37
62664,23937,35
41856,23938,52
15730,23940,44
13302,23941,34
96063,23943,53
53429,23944,41
70815,23947,50
3179,23948,40
82099,23949,49
68860,23951,56
44544,23952,41
29887,23955,52
42981,23956,52
23958,23957,80
17737,23958,72
77260,23959,40
37478,23960,52
4874,23961,32
85259,23964,50
23966,23965,50
47521,23966,45
52884,23968,48
16186,23969,48
66067,23971,43
44710,23973,55
21806,23974,15
47419,23975,70
65947,23976,41
30216,23977,44
35038,23978,47
22243,23979,44
7811,23980,41
97686,23981,32
81958,23982,43
4260,23983,47
22995,23984,52
98647,23986,31
75461,23987,48
69471,23988,48
54556,23989,44
14382,23990,37
75470,23991,46
93969,23993,55
2227,23994,22
59568,23995,37
32912,23996,65
90532,23997,43
84060,23998,70
33215,23999,49
90319,24000,60
24002,24001,55
37096,24002,51
50878,24003,54
7014,24004,46
24004,24005,53
7272,24006,51
51879,24007,44
24007,24008,49
24010,24009,55
99247,24010,50
41386,24011,51
16494,24013,39
1726,24015,50
67157,24016,52
56291,24017,58
33120,24018,20
86626,24019,44
31035,24020,41
22912,24021,44
54672,24022,46
73664,24023,48
24023,24024,54
23486,24026,43
24026,24027,46
34556,24028,39
24028,24029,47
63163,24031,28
7840,24032,33
37123,24033,47
60035,24034,45
42486,24035,66
90948,24036,49
24038,24037,51
89227,24038,48
24038,24039,52
24038,24040,52
7372,24041,51
87556,24042,42
38023,24044,50
24044,24045,56
24044,24047,54
70188,24050,40
40011,24051,40
29911,24052,55
78162,24053,48
26094,24054,60
24059,24056,59
3194,24057,51
71180,24058,45
67155,24059,52
90915,24060,47
79670,24061,45
52117,24063,46
33942,24064,49
68679,24066,51
68713,24067,43
13301,24068,45
74559,24069,42
58247,24070,55
13277,24071,57
24071,24072,64
8420,24073,40
85222,24077,48
991,24078,48
7096,24079,45
24078,24080,57
8313,24081,46
87707,24082,46
66361,24084,43
75952,24085,60
53343,24087,54
37957,24088,48
66859,24089,62
24088,24090,54
83194,24091,55
76134,24092,52
7789,24093,47
96658,24094,46
47166,24095,49
33979,24096,37
14432,24097,47
22716,24098,43
24097,24099,52
6661,24101,49
27931,24102,47
57547,24105,56
24109,24106,48
67858,24107,40
24109,24108,53
81671,24109,45
81524,24110,51
44749,24111,57
29911,24112,51
24111,24113,63
24115,24114,32
86163,24115,28
24115,24116,34
24119,24118,35
63164,24119,29
86429,24122,64
27728,24124,68
89990,24125,59
86235,24126,49
12046,24127,59
35384,24128,33
57816,24129,55
65143,24130,51
68232,24131,62
83520,24132,43
24132,24133,52
1467,24134,39
59016,24135,32
81005,24136,57
69255,24137,42
24137,24138,47
40397,24139,43
62537,24140,48
24142,24141,60
24139,24142,50
67308,24143,64
64503,24144,37
14542,24145,59
49686,24146,45
24150,24147,53
25183,24148,34
24150,24149,57
28721,24150,51
7767,24151,40
48574,24152,61
30800,24154,62
61350,24155,54
80444,24156,52
24158,24157,42
20378,24158,38
24158,24159,44
24158,24160,40
98578,24161,40
24165,24162,49
24165,24163,52
58679,24164,41
23664,24165,46
25404,24166,48
80555,24167,58
72341,24168,40
45561,24169,60
79352,24170,40
15671,24173,13
61476,24175,43
24178,24176,37
36213,24177,50
31412,24178,32
24178,24179,38
21886,24180,44
1406,24181,34
80337,24182,55
20971,24183,37
77588,24184,59
3993,24185,44
66611,24186,61
41384,24187,47
24187,24188,51
44690,24189,32
77108,24191,53
73835,24192,47
24194,24193,54
37718,24194,41
71128,24195,46
24484,24198,56
26035,24199,29
24199,24200,34
24199,24201,34
11433,24202,50
24202,24203,54
83807,24204,52
31725,24205,39
13929,24206,52
25568,24207,51
1925,24208,44
77721,24210,17
33992,24211,48
30633,24212,42
24212,24213,45
60645,24215,49
24215,24216,53
95588,24217,44
7634,24218,43
24220,24219,45
10080,24220,41
48026,24222,42
70660,24225,60
32762,24226,49
28849,24227,47
14403,24228,50
54446,24229,55
77836,24230,43
66959,24231,41
40897,24232,53
41745,24233,40
28500,24234,56
24236,24235,63
34246,24236,53
90977,24239,48
91731,24240,43
76323,24242,37
88570,24243,53
20115,24245,20
17958,24246,16
11956,24247,48
24249,24248,52
28107,24249,50
7520,24250,48
74103,24251,49
24249,24252,54
47807,24253,48
78111,24254,75
71950,24255,49
84908,24256,48
56067,24257,55
24256,24258,57
6762,24259,36
24259,24260,42
24259,24261,41
94944,24262,39
15261,24263,42
22296,24265,42
6445,24266,56
15404,24267,51
85301,24269,47
24271,24270,44
76727,24271,37
24273,24272,52
66911,24273,49
24273,24274,52
47049,24275,49
94762,24276,58
69932,24278,55
97136,24280,59
64232,24281,62
27027,24282,42
26904,24283,48
50823,24284,45
24286,24285,47
76727,24286,42
46510,24287,58
28441,24288,33
24291,24289,45
91325,24290,43
35345,24291,39
24291,24292,46
56691,24294,66
60634,24295,30
24295,24296,35
27593,24297,60
72486,24298,52
61341,24299,55
24301,24300,50
90965,24301,45
91015,24302,37
47883,24303,53
49908,24304,54
80995,24305,49
23347,24307,58
98945,24308,47
37982,24309,40
39115,24310,37
48289,24311,30
46431,24312,59
24310,24313,45
24317,24314,53
24317,24315,51
24317,24316,50
17655,24317,45
24317,24318,48
24317,24319,49
38312,24320,42
24324,24321,56
95386,24322,43
26892,24323,47
65131,24324,52
45050,24325,31
61172,24326,45
42379,24327,47
10718,24329,27
89125,24330,45
88803,24331,60
69843,24333,58
74300,24336,49
80299,24337,44
83886,24338,43
51753,24339,67
90751,24340,55
84825,24341,60
70871,24342,51
39314,24343,54
16693,24345,45
5548,24346,50
24349,24347,55
22508,24348,43
24348,24349,51
96003,24350,64
73657,24351,52
59077,24352,61
3098,24353,41
87952,24355,70
30746,24356,46
61410,24357,56
24357,24358,62
75310,24359,44
24362,24360,29
24362,24361,28
77377,24362,22
76546,24363,63
61064,24364,37
42654,24365,47
1503,24366,53
80805,24373,47
16081,24374,49
12405,24375,50
76624,24376,57
5791,24377,52
24376,24378,68
76927,24379,45
20206,24380,46
24380,24381,52
89519,24382,41
58932,24383,40
27959,24384,54
65853,24385,60
282,24386,50
14150,24387,84
42684,24388,54
29693,24389,81
85639,24390,50
79029,24391,35
73086,24394,49
769,24395,53
21631,24396,32
2634,24397,48
26950,24399,43
24402,24400,47
24402,24401,50
35938,24402,43
86888,24403,55
55887,24404,64
68559,24405,25
56354,24406,49
90750,24407,43
73696,24408,46
24411,24409,55
34133,24410,55
21538,24411,50
24413,24412,69
31999,24413,65
84516,24414,55
74479,24415,41
36970,24416,54
79121,24417,44
91738,24418,39
64850,24419,27
48867,24420,49
59695,24421,50
55745,24422,39
73017,24424,62
12358,24425,54
9082,24426,62
18914,24427,50
15446,24428,47
78437,24429,46
33004,24430,37
94779,24431,47
85205,24432,50
53576,24434,55
26787,24435,49
90098,24436,50
96275,24437,57
67758,24438,48
46615,24439,37
35549,24441,47
91374,24442,23
98888,24443,62
89742,24444,60
70756,24445,40
50995,24446,50
61684,24447,39
17007,24448,20
91701,24449,48
34848,24450,51
20814,24451,39
3914,24452,47
24454,24453,52
24455,24454,49
74220,24455,44
80420,24456,45
24456,24457,52
80952,24458,69
24458,24459,73
80018,24460,48
87375,24461,48
23260,24462,54
84846,24463,52
42552,24464,54
82438,24465,66
25425,24467,61
20195,24469,61
92089,24470,44
85672,24471,48
23784,24473,51
35321,24474,53
11908,24476,47
54680,24477,64
76043,24478,45
963,24479,48
94875,24480,56
91014,24481,45
24483,24482,35
4516,24483,28
15510,24484,51
94364,24485,50
24484,24486,56
12479,24487,41
83873,24488,48
26146,24489,47
56266,24491,51
17540,24492,60
97630,24493,50
99921,24494,44
37890,24495,39
57556,24496,56
13268,24497,50
97307,24498,39
14291,24499,52
22555,24500,41
74611,24501,49
66533,24502,59
24502,24503,62
74405,24504,58
79328,24505,62
99852,24506,55
3520,24507,50
73087,24508,51
99794,24509,47
24509,24510,56
13652,24511,50
31199,24512,34
9395,24513,56
47694,24515,39
21271,24516,37
15408,24517,55
15026,24519,56
34794,24521,56
24523,24522,54
70795,24523,50
58934,24524,46
45030,24525,44
43552,24526,46
898,24527,81
38480,24528,64
23811,24529,51
21495,24530,50
3438,24531,43
85019,24532,52
90751,24533,51
27289,24534,48
24534,24535,53
37786,24536,52
26263,24537,54
34472,24538,54
93555,24539,32
24541,24540,69
90698,24541,65
59994,24542,49
53944,24543,50
30587,24544,44
62671,24548,51
35072,24549,49
36523,24551,39
62344,24553,54
18457,24554,49
57209,24555,51
77073,24556,43
24556,24557,48
42119,24559,56
24561,24560,53
24562,24561,45
49980,24562,40
24561,24563,49
24565,24564,45
13710,24565,39
73232,24566,36
56471,24567,43
91134,24568,46
24570,24569,43
24566,24570,39
24568,24571,53
38703,24572,40
50053,24573,37
23559,24575,67
31562,24576,45
28339,24577,54
12407,24578,52
59821,24579,57
87428,24580,43
68918,24582,56
91147,24583,60
45173,24586,38
24588,24587,60
10313,24588,57
36638,24589,50
68070,24591,54
45966,24592,64
37583,24593,47
87884,24594,50
53953,24596,43
7423,24597,45
24597,24598,52
88889,24600,50
24600,24601,55
49078,24602,42
93644,24603,37
85407,24604,53
52719,24605,42
51413,24606,48
50944,24608,41
24611,24609,51
258,24610,42
68893,24611,48
24609,24612,56
84993,24613,47
58641,24614,48
24614,24615,52
24617,24616,42
15100,24617,36
85190,24619,46
24619,24620,51
24622,24621,53
54381,24622,48
24622,24623,56
24621,24624,57
53924,24625,39
24625,24626,43
24626,24627,46
31390,24629,43
24629,24630,47
63054,24631,49
62146,24632,58
67931,24633,54
69255,24635,41
79195,24636,48
24660,24637,28
63185,24638,52
79831,24639,41
58235,24640,41
18524,24641,48
3453,24642,49
4328,24643,60
59744,24644,57
13454,24645,27
89221,24649,39
24652,24650,49
6554,24651,57
83520,24652,44
54931,24653,46
24655,24654,49
62766,24655,46
26278,24656,51
532,24657,50
42947,24658,48
31667,24659,50
38371,24660,22
24660,24661,27
10081,24662,47
24660,24663,27
24660,24664,27
24660,24665,30
22944,24666,50
24666,24667,53
24666,24668,56
59361,24669,46
68036,24671,61
24673,24672,71
62674,24673,67
17626,24674,33
22747,24675,39
88992,24676,51
10231,24678,48
14548,24679,46
24679,24680,55
97550,24683,52
24683,24684,56
33038,24685,50
43120,24686,40
58635,24687,54
76252,24688,52
44829,24689,45
24689,24690,49
20923,24691,45
24690,24692,52
3387,24693,48
24693,24694,52
7067,24695,56
91758,24696,28
24696,24697,31
98831,24700,58
7933,24701,42
22592,24702,44
46110,24703,47
32271,24704,45
25067,24706,46
36213,24707,48
89268,24709,55
97662,24710,50
72871,24711,46
71631,24712,50
40054,24713,55
7312,24714,31
57809,24715,41
89406,24716,41
24720,24717,49
24720,24718,47
24720,24719,48
2477,24720,42
37434,24721,66
41009,24722,47
47611,24723,28
32051,24725,37
8452,24726,55
40607,24727,68
37915,24728,47
24965,24729,43
7582,24730,58
76252,24732,48
74377,24733,48
67192,24734,47
4139,24735,51
98650,24736,71
58769,24737,34
59022,24738,44
72320,24739,53
95265,24740,64
92664,24741,57
12279,24742,39
27949,24745,65
43689,24746,66
34361,24747,38
23980,24748,49
36523,24750,39
24750,24751,45
13126,24752,45
86249,24753,50
12014,24754,47
17702,24755,52
83748,24757,45
24757,24758,49
91169,24760,60
55343,24761,39
53898,24763,51
20835,24764,42
22555,24765,41
24765,24766,47
86761,24767,50
68753,24769,54
8149,24770,56
61412,24772,29
72052,24773,56
30187,24774,56
24776,24775,56
1398,24776,51
14639,24777,38
44387,24778,37
24780,24779,37
30227,24780,31
13083,24781,47
12503,24782,50
24784,24783,80
77571,24784,74
24786,24785,52
67268,24786,48
168,24787,50
68634,24788,51
78772,24789,35
40488,24790,53
63745,24791,49
42981,24793,51
26152,24797,43
99790,24798,46
42314,24799,45
24799,24800,46
24803,24801,54
26341,24803,50
92871,24804,66
61024,24805,47
37890,24806,42
85396,24807,38
40447,24808,37
48966,24809,52
84643,24810,48
11715,24811,47
72240,24812,49
13629,24813,56
24818,24815,38
52037,24816,44
24816,24817,52
80269,24818,30
801,24819,46
24819,24820,49
78995,24821,50
9326,24822,65
50426,24823,58
72397,24824,41
28001,24825,45
53411,24826,57
94602,24827,45
53371,24828,53
55458,24830,49
44373,24831,46
31454,24832,57
24854,24833,52
8956,24834,58
13580,24835,27
24835,24836,34
24838,24837,57
29055,24838,50
66950,24839,68
40075,24840,52
24840,24841,58
27086,24842,48
24841,24843,64
68742,24844,44
81945,24845,46
51836,24846,52
88911,24847,57
24845,24848,52
55232,24850,53
64232,24851,62
92637,24852,58
98896,24854,50
90200,24855,46
8808,24856,36
39625,24857,57
99222,24858,39
97804,24860,44
6537,24861,48
90116,24862,48
44387,24863,37
24866,24864,56
59016,24865,32
41430,24866,51
58165,24867,50
76223,24868,55
70336,24869,48
5135,24872,39
24875,24874,42
2996,24875,37
57479,24876,51
1752,24878,55
60894,24879,49
57210,24880,29
34056,24881,61
96514,24882,53
8549,24883,54
87635,24884,46
62339,24885,80
60623,24886,57
94611,24887,52
34366,24888,42
11463,24889,41
71951,24891,73
41084,24893,47
44929,24894,38
24894,24895,47
39195,24896,48
33119,24897,30
24899,24898,42
24897,24899,37
24898,24900,53
12350,24901,70
74787,24902,56
24902,24903,60
76145,24904,49
22822,24906,47
44897,24907,40
81813,24908,53
28575,24909,58
28129,24910,41
1111,24911,53
85506,24914,57
60170,24915,66
65629,24916,40
58283,24917,54
70043,24918,40
90341,24919,47
11176,24920,57
5447,24921,39
64272,24922,40
14829,24923,51
95702,24924,54
86733,24925,49
74955,24927,58
60602,24928,71
32798,24929,42
24929,24930,47
37205,24932,51
81388,24933,51
64698,24934,52
19470,24935,37
24935,24936,43
53230,24937,40
81742,24939,44
3222,24940,52
24942,24941,50
37496,24942,39
70188,24943,40
55790,24944,56
70403,24945,53
72342,24948,46
24952,24951,42
41726,24952,37
79842,24953,60
45638,24954,50
24538,24956,59
74084,24957,45
65058,24958,66
38510,24960,45
10098,24961,49
24957,24962,50
24965,24963,40
24965,24964,40
70683,24965,35
27177,24966,39
38863,24967,45
6921,24968,61
59352,24969,47
24971,24970,46
7142,24971,41
24971,24972,45
57178,24973,50
91755,24974,42
24977,24975,73
88516,24977,69
62070,24978,56
88220,24979,42
24979,24980,47
77146,24981,51
24979,24982,51
459,24983,47
44330,24985,53
32584,24986,47
27451,24987,35
44447,24989,46
34583,24990,18
7564,24992,42
24994,24993,60
6617,24994,55
70043,24995,40
26136,24996,40
24996,24997,45
15300,24998,53
10313,24999,55
62684,25000,42
19636,25001,55
62487,25003,49
40665,25004,46
6528,25005,50
12845,25007,51
89357,25008,48
36348,25009,61
25013,25012,47
38324,25013,41
86466,25014,39
31713,25015,58
50936,25016,50
79961,25017,60
86252,25019,50
63675,25020,24
4207,25021,41
98105,25022,42
89011,25023,48
73099,25024,62
36709,25025,60
4670,25027,45
25029,25028,64
56937,25029,59
2337,25030,46
51149,25032,44
25035,25033,66
53493,25034,47
60091,25035,61
35151,25036,44
8414,25037,52
65187,25038,47
65646,25039,37
74955,25040,60
25040,25041,65
90867,25042,51
25045,25044,51
97554,25045,46
67406,25046,50
75502,25047,40
89427,25048,52
25048,25049,56
26832,25051,55
59164,25055,59
92943,25056,58
58386,25057,63
34639,25058,31
5447,25059,42
41280,25060,65
15871,25061,70
705,25063,59
26845,25064,48
76795,25065,38
86554,25066,40
86493,25067,43
76792,25068,59
10619,25069,55
6274,25070,65
25070,25071,70
56422,25072,52
25072,25073,61
22369,25074,49
17741,25075,30
70695,25076,66
25076,25077,71
21071,25078,45
41730,25079,49
15989,25080,38
3325,25081,55
29643,25082,52
13563,25084,44
25086,25085,44
79360,25086,37
34467,25087,50
21454,25089,56
16802,25090,44
21137,25091,35
31624,25092,53
25094,25093,49
77303,25094,46
92017,25095,52
86285,25096,46
12781,25097,52
25096,25098,50
25096,25099,51
96455,25100,57
52992,25101,43
16899,25103,64
22592,25104,47
96690,25105,49
13822,25106,46
53309,25107,40
96137,25108,50
26329,25112,34
48567,25113,56
60772,25114,45
25114,25115,49
25115,25116,59
77819,25117,47
98105,25118,41
92025,25119,26
79299,25121,56
59415,25122,39
25122,25123,44
59773,25124,33
25124,25126,36
25129,25128,53
99737,25129,48
75787,25130,49
47049,25131,46
69299,25132,30
77325,25133,54
6965,25134,48
23250,25135,50
76791,25136,49
25136,25137,57
6980,25139,58
78866,25140,55
91831,25141,57
15477,25142,44
2927,25144,53
31179,25145,56
8223,25147,49
94903,25148,47
26625,25149,44
45312,25150,48
41408,25151,47
48520,25152,40
95582,25153,53
80855,25154,53
88078,25155,51
8489,25157,54
58390,25158,40
42934,25159,46
35479,25160,45
25159,25161,53
65523,25162,47
25159,25163,53
89428,25164,57
55328,25165,53
36341,25166,58
81984,25167,65
57320,25168,52
67664,25169,51
68064,25171,53
17218,25172,33
25174,25173,42
25172,25174,38
7442,25176,49
25180,25178,54
13242,25179,67
83822,25180,50
68014,25181,38
57226,25182,47
7960,25183,32
25183,25184,38
52384,25185,47
35039,25186,54
10404,25187,48
72928,25188,30
32590,25191,51
9687,25192,47
56942,25193,39
25349,25194,57
41254,25195,46
68408,25196,38
78367,25197,43
25203,25198,37
78752,25199,52
25202,25200,56
25199,25201,61
9336,25202,52
58368,25203,34
29555,25204,48
34480,25205,49
89278,25207,54
25207,25208,60
25208,25209,64
23108,25210,66
38170,25211,52
25211,25212,57
20036,25214,51
20420,25215,52
13191,25216,40
35383,25217,33
44135,25218,54
12049,25219,49
47831,25221,54
44057,25222,38
1906,25223,54
12626,25225,43
34082,25231,69
97920,25233,45
37696,25234,45
55938,25235,35
25879,25236,45
25235,25237,40
11724,25238,49
40519,25239,53
76856,25240,53
98402,25241,50
18265,25242,35
3190,25243,58
25243,25244,62
7633,25245,40
19059,25246,37
89939,25247,46
389,25248,42
86566,25249,48
45926,25250,42
196,25252,50
777,25253,48
72388,25254,56
84162,25255,55
16213,25256,35
52769,25257,71
83627,25258,51
39158,25259,43
49027,25260,47
51486,25261,40
31477,25262,45
25265,25263,67
60804,25264,69
66533,25265,61
17007,25266,22
62544,25267,54
93241,25268,51
12809,25269,55
40077,25270,48
89846,25271,54
41215,25272,64
9163,25273,47
25273,25274,53
30623,25275,49
81857,25276,45
35151,25277,47
26194,25278,45
81121,25279,58
92740,25280,45
3422,25281,40
86286,25282,35
25284,25283,43
94197,25284,35
25284,25285,39
83987,25287,38
25287,25288,41
89041,25289,55
94996,25290,52
25290,25291,56
11357,25292,71
95687,25293,63
9675,25294,38
25296,25295,56
60108,25296,47
44864,25297,53
82567,25298,51
7584,25299,50
16563,25300,50
47799,25301,51
67233,25303,56
58044,25304,61
42754,25305,38
25303,25306,60
47430,25307,54
69564,25308,57
65239,25309,46
25312,25310,62
85946,25311,59
99388,25312,56
25310,25313,70
39771,25314,58
66186,25315,56
18715,25316,49
68229,25317,62
68559,25319,29
43332,25320,77
55160,25321,59
15207,25322,58
14472,25323,55
92476,25325,39
43501,25327,56
44056,25328,31
96125,25329,40
25331,25330,54
20402,25331,47
65073,25332,52
85806,25333,47
64369,25334,43
43469,25335,72
25335,25336,77
92741,25337,49
25339,25338,51
7392,25339,47
1979,25340,42
25340,25341,46
25340,25342,47
78431,25343,53
12634,25344,51
90566,25345,50
37400,25346,48
55560,25349,51
84484,25350,50
25352,25351,47
93623,25352,43
84803,25354,34
76859,25355,53
26926,25356,50
52151,25357,44
80982,25358,61
99454,25359,53
71755,25360,45
41864,25361,47
25364,25362,60
25364,25363,62
999,25364,58
4360,25365,41
53110,25366,61
83908,25370,41
2588,25371,37
25371,25372,47
41459,25373,45
25373,25374,51
84963,25375,48
62239,25376,48
9727,25377,49
16563,25378,51
88517,25379,54
46442,25382,44
66614,25383,51
31934,25384,56
21312,25386,35
72160,25389,42
4935,25390,46
61092,25391,53
25393,25392,58
60715,25393,51
25644,25394,49
95874,25395,51
73430,25396,24
25396,25397,31
25397,25399,39
71430,25400,49
30477,25401,24
25400,25402,53
49579,25403,35
25403,25404,40
2896,25406,53
73239,25407,49
79229,25408,43
93564,25411,49
14507,25413,39
8705,25414,52
15872,25415,53
95140,25416,39
45018,25418,50
95000,25419,56
35851,25420,58
88095,25422,48
8605,25424,40
33125,25425,55
8517,25426,44
37915,25427,43
84410,25428,53
32957,25429,60
62940,25431,38
79092,25432,50
25432,25433,53
25431,25434,46
25432,25435,55
25432,25436,56
39236,25439,29
96927,25440,61
14639,25441,35
7118,25442,61
25442,25443,69
25445,25444,60
70779,25445,55
77223,25446,54
4186,25447,54
78772,25449,35
17679,25451,47
73685,25452,60
92526,25453,57
41640,25455,48
25455,25456,55
22994,25457,52
25460,25458,52
85178,25459,41
90639,25460,48
31789,25461,38
83423,25462,38
25461,25463,42
39345,25464,30
45386,25465,56
25467,25466,59
99294,25467,53
25469,25468,76
59563,25469,72
2309,25470,41
68981,25472,29
69291,25474,48
6762,25475,37
79866,25479,46
24966,25480,50
65188,25481,43
44268,25482,52
99790,25483,44
82399,25484,41
25486,25485,53
54542,25486,50
38816,25487,47
28581,25488,33
80861,25489,53
31853,25493,37
80216,25494,67
15093,25495,50
70152,25496,49
39421,25498,45
85861,25499,43
25499,25500,48
3453,25501,45
69299,25502,35
40383,25503,55
89124,25505,64
90040,25506,51
74574,25507,36
14279,25508,38
25507,25509,42
25507,25510,43
36002,25511,50
25511,25512,55
29659,25513,49
96203,25514,64
71888,25515,49
25515,25516,56
25515,25517,56
71651,25518,46
41561,25519,55
73630,25520,51
86084,25521,48
67631,25522,49
72619,25523,64
57176,25524,43
67599,25525,53
57776,25526,42
77316,25527,56
45351,25528,49
32339,25529,39
45659,25530,44
9278,25531,48
96297,25532,52
44265,25534,58
66653,25535,48
64635,25536,43
11310,25537,56
58583,25538,35
53393,25539,50
63881,25540,57
60971,25541,46
89715,25542,47
43773,25544,44
25544,25545,47
18778,25546,50
25548,25547,42
20740,25548,37
37537,25549,64
39220,25550,59
57672,25551,58
49465,25552,48
73941,25553,55
91369,25554,61
57109,25555,50
67744,25556,51
62513,25557,50
53983,25559,58
82347,25560,38
68633,25561,38
98740,25562,37
71169,25563,51
25565,25564,54
26788,25565,48
25565,25566,53
48477,25567,44
73129,25568,42
28887,25569,55
86690,25570,53
25570,25571,58
25512,25572,57
35358,25573,62
54570,25575,30
25579,25576,52
42979,25577,48
52297,25579,48
25582,25580,33
25582,25581,33
30227,25582,29
25580,25583,38
25585,25584,51
38011,25585,46
51080,25586,49
51472,25589,51
54566,25590,44
2950,25591,61
78931,25592,51
95508,25593,55
74303,25594,49
9886,25596,43
15768,25597,54
33666,25598,65
24639,25599,50
64706,25600,32
25602,25601,66
62112,25602,60
23207,25603,53
49579,25604,39
89615,25605,70
75783,25606,53
66652,25607,55
37290,25609,49
82046,25610,45
81798,25611,62
85052,25613,48
25613,25615,52
94474,25616,58
89472,25617,46
35244,25619,61
97507,25620,50
25625,25621,33
25624,25622,29
25624,25623,34
79617,25624,25
25624,25625,29
9670,25626,34
22825,25628,51
95994,25630,54
64015,25631,48
50747,25632,51
3441,25633,59
25632,25634,56
43729,25635,44
25635,25636,46
62046,25637,50
56528,25638,50
467,25640,51
42927,25641,14
13443,25642,38
25641,25643,19
25642,25644,43
3429,25645,65
68560,25646,33
80511,25648,46
74221,25649,51
79221,25650,35
23133,25651,51
70043,25652,39
42288,25653,58
43458,25654,35
27429,25655,59
77637,25656,53
13189,25657,47
71142,25658,46
29896,25659,54
34692,25660,47
25663,25662,52
25664,25663,48
49917,25664,45
4623,25665,20
46284,25666,53
98701,25667,55
61458,25668,57
